Scaffold,Len_nt,Code4_CD,Code11_CD,Code15_CD,Len_kb,pred_code
MGV-GENOME-0378625,183095,0.919113028755564,0.9263879406865289,0.9227177148474835,183.095,11
IMGVR_UViG_3300031867_000009|3300031867|Ga0326511_10000014,135306,0.8648175247217418,0.8604053035342113,0.866879517538025,135.306,11
UGV-GENOME-0341496_1,66501,0.8862723868814003,0.8662877249966165,0.8366039608426941,66.501,11
uvig_204535,70675,0.8002688362221436,0.8089706402546869,0.892253272019809,70.675,11
UGV-GENOME-0378859,185978,0.9218348406800805,0.9274322769359816,0.925706266332577,185.978,11
MGV-GENOME-0373594,129099,0.9171798387284177,0.9021448655682848,0.8441196291218367,129.099,11
MGV-GENOME-0379235,193038,0.6237839181922731,0.6229291642060113,0.9361421067354614,193.038,15
MGV-GENOME-0374981,128775,0.9288759464181713,0.9043447874199184,0.8631566686080373,128.775,11
uvig_31608,51694,0.6351220644562232,0.6330908809533021,0.8471195883468101,51.694,15
uvig_316085,38917,0.9026903409820901,0.898913071408382,0.8967546316519773,38.917,11
UGV-GENOME-0371041,112900,0.8934632418069087,0.8845881310894597,0.8771213463241807,112.9,11
UGV-GENOME-0377687,170129,0.5527981707998049,0.5384972579630751,0.9097743477008623,170.129,15
uvig_337739,86340,0.8498610145934676,0.8546907574704656,0.8518068102849201,86.34,11
uvig_24280,182085,0.918115165993904,0.9207348216492297,0.9164181563555482,182.085,11
uvig_242800,22139,0.8641311712362799,0.9293102669497267,0.9050544288359907,22.139,11
uvig_242803,20381,0.9566262695647907,0.9501496491830627,0.9335165104754428,20.381,11
uvig_242806,15748,0.8915417830835661,0.9424053848107696,0.9300228600457201,15.748,11
IMGVR_UViG_3300025282_000137|3300025282|Ga0208030_1000343,33213,0.8309999096739229,0.8333483876795231,0.7978502393641044,33.213,11
uvig_504622,99284,0.8882397969461343,0.8743402763788727,0.8303150557995246,99.284,11
UGV-GENOME-0378733,184455,0.5775880296007156,0.5843701715865658,0.9027079775555014,184.455,15
UGV-GENOME-0375440,146676,0.8736398592816821,0.8821893152253948,0.9135645913441872,146.676,11
uvig_537959,133201,0.9018625986291394,0.8970428149938814,0.8625385695302588,133.201,11
MGV-GENOME-0378505,181415,0.9204475925364496,0.9232257531075159,0.9163961083703112,181.415,11
uvig_299283,184799,0.9415310688910654,0.9446155011661318,0.9286738564602622,184.799,11
MGV-GENOME-0378479,180938,0.9347290232013176,0.9305507964053985,0.9280305961157965,180.938,11
uvig_574597,99622,0.7487201622131657,0.7446547951255746,0.8997109072293269,99.622,15
IMGVR_UViG_3300021387_000299|3300021387|Ga0223845_10232810,177819,0.8822229345570496,0.7456683481517723,0.7123816914952845,177.819,4
MGV-GENOME-0378595,182678,0.9228697489571814,0.9281084750216227,0.9232146180711416,182.678,11
uvig_176547,95760,0.8989035087719298,0.8757518796992482,0.8369047619047619,95.76,11
UGV-GENOME-0377397,165676,0.6133417030831261,0.6097201767304861,0.909618773992612,165.676,15
SAMEA2737813_a1_ct27500@circular@Podoviridae__sp__ct6Lw500,184979,0.9410203320376908,0.9436800934160093,0.9273809459452154,184.979,11
MGV-GENOME-0378728,184381,0.9443001176910854,0.9480423687907106,0.9300632928555546,184.381,11
SRS076976_a1_ct12863@circular@Podoviridae__sp__ctptP863,183088,0.9354190334702438,0.9310604736520144,0.9269149261557283,183.088,11
UGV-GENOME-0348017,74706,0.8651915508794474,0.8540679463496907,0.8220624849409686,74.706,11
uvig_43526,188305,0.5909508510129843,0.5993627359868299,0.9095191311967287,188.305,15
uvig_435269,63050,0.905471847739889,0.9211260904044409,0.9354480570975416,63.05,11
IMGVR_UViG_3300021256_000003|3300021256|Ga0223826_10000076,174899,0.6912389436188886,0.6854584645995689,0.9074151367360591,174.899,15
IMGVR_UViG_3300021256_000655|3300021256|Ga0223826_10007122,13116,0.7042543458371455,0.659423604757548,0.6692589204025617,13.116,11
UGV-GENOME-0374940,142550,0.8705366538056822,0.8616766047001052,0.8607295685724308,142.55,11
uvig_251603,207083,0.6328042379142662,0.6335430721015245,0.9099250059155025,207.083,15
IMGVR_UViG_3300014794_000016|3300014794|Ga0134448_1001054,13813,0.6871787446608267,0.6385289220299718,0.6869615579526533,13.813,11
MGV-GENOME-0378602,182784,0.9184118960084033,0.9239430147058824,0.9216288077731093,182.784,11
MGV-GENOME-0375451,129607,0.9240704591572986,0.8996504818412586,0.8563657827123535,129.607,11
aot2015-SM23_SRR1761705_Peru_trim_clean_trim_clean_scaffold_11,194410,0.7096857157553623,0.7028342163468957,0.8683195308883288,194.41,15
IMGVR_UViG_3300027848_000038|3300027848|Ga0209390_10001473,45305,0.8792407019092815,0.8875841518596181,0.8513629842180774,45.305,11
MGV-GENOME-0374940,142550,0.8705366538056822,0.8616766047001052,0.8607295685724308,142.55,11
UGV-GENOME-0367488,101447,0.9377606040592624,0.9360454227330527,0.9390617760998354,101.447,11
SAMN06164409_a1_ct87899_vs1@linear@Unclassified_virus__sp__ctb5w1,114882,0.867185459863164,0.6887501958531362,0.6695565884995038,114.882,4
UGV-GENOME-0377744_1,169904,0.9333505979847443,0.9306843864770694,0.9109261700725115,169.904,11
IMGVR_UViG_3300014039_000059|3300014039|Ga0116646_1000326,32241,0.6805620173071555,0.6789801805154927,0.8148320461524147,32.241,15
IMGVR_UViG_3300023179_001378|3300023179|Ga0214923_10010539,9412,0.8526349341266468,0.814067148321292,0.7837866553336167,9.412,11
MGV-GENOME-0376075,151965,0.5449215279834172,0.5411706642977001,0.9301944526700227,151.965,15
UGV-GENOME-0373133,126802,0.653696313938266,0.6531048406176558,0.9515386192646804,126.802,15
UGV-GENOME-0377594,168469,0.9393063412259822,0.9333408520261888,0.9306697374591171,168.469,11
UGV-GENOME-0376857,159177,0.6466386475433008,0.6442827795472964,0.9462673627471305,159.177,15
MGV-GENOME-0373510,130391,0.9203089170264819,0.9098864185411569,0.8569456480892086,130.391,11
MGV-GENOME-0370157,108142,0.9205119195132326,0.8911338795287678,0.8339867951397237,108.142,11
UGV-GENOME-0379171,191046,0.6375741967903018,0.6336955497628843,0.9389466411230803,191.046,15
MGV-GENOME-0343231,68807,0.901042045140756,0.8773671283444998,0.831848503785952,68.807,11
uvig_305095,130550,0.6291842206051321,0.6238529299119111,0.9024358483339716,130.55,15
uvig_67020,68819,0.9169270114357954,0.9151397143230794,0.8971359653584039,68.819,11
IMGVR_UViG_3300032007_000256|3300032007|Ga0310695_10003087,33467,0.7156004422266711,0.6664774255236502,0.6832402067708488,33.467,11
uvig_327815,176020,0.9306101579365981,0.8172537211680491,0.7770821497557096,176.02,4
UGV-GENOME-0373403,129329,0.9160126499083732,0.9101438965738543,0.9000069589960489,129.329,11
IMGVR_UViG_3300002641_001107|3300002641|loc_105346813,11807,0.8646565596679936,0.8758363682561192,0.8097738629626493,11.807,11
uvig_63523,39747,0.8535738546305381,0.846026115178504,0.8334968676881274,39.747,11
MGV-GENOME-0378768,184828,0.6385396152098167,0.6377605124764646,0.9386727119267644,184.828,15
uvig_42843,107696,0.88716386866736,0.87694064774922,0.8433460852770762,107.696,11
MGV-GENOME-0368556,103829,0.8880466921572971,0.8735420739870364,0.8428281116065839,103.829,11
MGV-GENOME-0374318,137240,0.6879626930923929,0.677076654036724,0.8850262314194113,137.24,15
MGV-GENOME-0377401,165713,0.6123719925413215,0.6087512747943734,0.9085829114191403,165.713,15
uvig_170071,114933,0.7704836730964997,0.7641669494401085,0.9068935814779046,114.933,15
uvig_244618,186022,0.9396791777316661,0.9445656965305179,0.925987248820032,186.022,11
IMGVR_UViG_3300007742_000001|3300007742|Ga0105758_1000034,175435,0.941596602730356,0.8670732750021375,0.8461082452190269,175.435,4
IMGVR_UViG_3300025622_000004|3300025622|Ga0209264_1000122|1-60992,60992,0.8611129328436516,0.8593913955928646,0.8622442287513117,60.992,11
SAMN06164852_a1_ct144124_vs1@linear@Unclassified_virus__sp__ctokZ1,66119,0.7185680364191835,0.7198384730561563,0.8747863700297948,66.119,15
SAMN10080896_a1_ct6634_vs1@linear@Unclassified_virus__sp__ctx7s1,44608,0.3475609756097561,0.345543400286944,0.969646700143472,44.608,15
DTR_430098,172677,0.5569589464723154,0.5454924512239615,0.9000503830851821,172.677,15
IMGVR_UViG_3300025264_000063|3300025264|Ga0208029_1000329,32033,0.8253675896731496,0.8278025785908282,0.7904348640464521,32.033,11
UGV-GENOME-0378048,174726,0.9292778407334913,0.8667628172109474,0.8442876274853198,174.726,4
UGV-GENOME-0378252,177077,0.6085318816108247,0.6114797517464154,0.9361859530034956,177.077,15
uvig_39089,133567,0.9192240598351389,0.9225257735817979,0.9144174833604108,133.567,11
MGV-GENOME-0373670,131664,0.9046664236237696,0.9001321545752825,0.8716277798031352,131.664,11
MGV-GENOME-0379323,197006,0.7034861882379216,0.6933443651462392,0.8557201303513599,197.006,15
UGV-GENOME-0377763,171489,0.9009324213214842,0.7101971555026853,0.6938579150849326,171.489,4
MGV-GENOME-0371283,114172,0.684624951827068,0.6719861261955646,0.8040763059243947,114.172,15
MGV-GENOME-0377810,172105,0.5515935039656024,0.5374567851021179,0.909177536968711,172.105,15
MGV-GENOME-0349386,76658,0.8903180359518902,0.8601059250176107,0.8135354431370503,76.658,11
MGV-GENOME-0328824,57920,0.8578901933701657,0.8533839779005525,0.852917817679558,57.92,11
MGV-GENOME-0379207,192163,0.6387545989602577,0.6367875189292423,0.9354870604642933,192.163,15
UGV-GENOME-0378976,187356,0.6266732850829437,0.6260808300774995,0.9382085441619163,187.356,15
MGV-GENOME-0363952,96946,0.9158191157964227,0.9128174447630639,0.9091968724857137,96.946,11
IMGVR_UViG_3300021399_000558|3300021399|Ga0224415_10002553,21372,0.6451431779898933,0.623385738349242,0.7679674340258282,21.372,15
UGV-GENOME-0373668,131641,0.938438632340988,0.9421988590180871,0.9343365668750617,131.641,11
UGV-GENOME-0379153,190686,0.6071552185267928,0.6157295239293917,0.9187250243856392,190.686,15
IMGVR_UViG_3300007797_000007|3300007797|Ga0105663_100097,119726,0.874145966623791,0.8719910462222074,0.8399178123381722,119.726,11
MGV-GENOME-0373956,134306,0.7140485160752312,0.693364406653463,0.8708322785281373,134.306,15
MGV-GENOME-0348065,74764,0.9376705366219036,0.9399978599325879,0.9066930608314162,74.764,11
UGV-GENOME-0374490,138820,0.9297363492292177,0.9330211785045383,0.9214810546030832,138.82,11
uvig_127661,205015,0.9133673145867376,0.9012364948906177,0.8651952296173451,205.015,11
MGV-GENOME-0374763,141124,0.6039582211388566,0.6046809897678638,0.9052464499305575,141.124,15
UGV-GENOME-0367221,101048,0.9240064127939197,0.920800015834059,0.9191374396326498,101.048,11
IMGVR_UViG_3300013383_000002|3300013383|Ga0116616_1000033,121367,0.8652187167846285,0.859385170598268,0.8562706501767366,121.367,11
uvig_225424,186437,0.6297784238107242,0.6286198555007858,0.9416263939024979,186.437,15
DTR_663293,175965,0.9305941522461854,0.817202284545222,0.7770181570198619,175.965,4
UGV-GENOME-0376832,158999,0.6986647714765502,0.688287347719168,0.8693073541343027,158.999,15
UGV-GENOME-0374811,141509,0.9047127744525083,0.9024231674310468,0.8867987195160731,141.509,11
MGV-GENOME-0368211,102946,0.915363394400948,0.9213665416820469,0.8967419812328794,102.946,11
MGV-GENOME-0377737,170943,0.9344869342412383,0.8613397448272231,0.8320141801653183,170.943,4
UGV-GENOME-0378364,178900,0.5874231414197876,0.5822079373951928,0.9249860257126886,178.9,15
UGV-GENOME-0377824,172275,0.5567784066173269,0.5452851545494123,0.8999390509360035,172.275,15
MGV-GENOME-0378143,175612,0.8962143817051227,0.7067113864656174,0.680454638635173,175.612,4
UGV-GENOME-0376109,152232,0.6885740186031846,0.675981396815387,0.8595893110515529,152.232,15
UGV-GENOME-0378207,176459,0.5780039555930839,0.5683133192412968,0.9219875438487127,176.459,15
uvig_48917,182384,0.6153993771383455,0.6123892446705851,0.9309204754803053,182.384,15
uvig_489170,21886,0.9396417801334186,0.9510189162021383,0.8216211276615187,21.886,11
uvig_489174,14063,0.8780487804878049,0.9023679158074379,0.8347436535589846,14.063,11
uvig_95071,54821,0.8219477937286807,0.8291165794129987,0.8261615074515241,54.821,11
IMGVR_UViG_3300028832_000602|3300028832|Ga0265298_10002434,25907,0.7698305477284132,0.7671671748948161,0.7497973520670089,25.907,11
IMGVR_UViG_3300005573_000055|3300005573|Ga0078972_1000550,155523,0.9372504388418433,0.9449277598811752,0.9341640786250265,155.523,11
UGV-GENOME-0373193,127325,0.9092951109365797,0.902909876300805,0.8681562929511094,127.325,11
UGV-GENOME-4435947,191046,0.6375741967903018,0.6336955497628843,0.9389466411230803,191.046,15
Reyes_2015_F284_T2_NODE_1_length_194170_cov_34_839190,194170,0.5924138641396715,0.588443116856363,0.91894216408302,194.17,15
UGV-GENOME-0378512,181488,0.9217138323194922,0.9250528960592436,0.9217799523935467,181.488,11
MGV-GENOME-0377896,173150,0.9360900952930985,0.9417730291654635,0.9321051111752815,173.15,11
UGV-GENOME-0373956,134306,0.7140485160752312,0.693364406653463,0.8708322785281373,134.306,15
IMGVR_UViG_GVMAG-S-1102114-101_000001|3300027780|Ga0209502_10012314,5522,0.738319449474828,0.7252806954002173,0.7388627308946034,5.522,11
UGV-GENOME-0378915,186437,0.6297784238107242,0.6286198555007858,0.9416263939024979,186.437,15
SRR1747065_scaffold_11,199404,0.7059637720406813,0.6960191370283445,0.8549377143888789,199.404,15
MGV-GENOME-0365985,99293,0.9442055331191525,0.9428157070488352,0.9424229301159196,99.293,11
UGV-GENOME-4434133,99106,0.9459871248965754,0.9445946764070793,0.9453514418905011,99.106,11
MGV-GENOME-0345437,71321,0.8676406668442674,0.8423605950561546,0.8196884508069152,71.321,11
IMGVR_UViG_3300031867_001466|3300031867|Ga0326511_10004054,11736,0.7635480572597138,0.6899284253578732,0.6692229038854806,11.736,11
IMGVR_UViG_3300008085_000219|3300008085|Ga0100378_1004010,13879,0.8669932992290511,0.8857986886663304,0.8875279198789539,13.879,11
MGV-GENOME-0378488,181074,0.6316644023990192,0.62778753437821,0.9349713376851453,181.074,15
MGV-GENOME-0378156,175769,0.9002440703423243,0.7123269746087194,0.6863838333266958,175.769,4
uvig_271893,116403,0.9162650447153424,0.9083271049715214,0.8877348521945311,116.403,11
UGV-GENOME-0373359,128912,0.6913786148690579,0.6818604939803897,0.8769703363534814,128.912,15
SAMN09781769_a1_ct157228_vs1@Unclassified_virus__sp__ctPZO1,145837,0.5572248469181347,0.5522466863690284,0.9617518188114127,145.837,15
uvig_43658,120576,0.750671775477707,0.7480841958598726,0.9143361863057324,120.576,15
uvig_436580,84322,0.916380066886459,0.9214321292189465,0.8766751263015583,84.322,11
uvig_436589,28318,0.8504837912281941,0.8890458365703793,0.7677448972385056,28.318,11
IMGVR_UViG_3300005077_000003|3300005077|Ga0071116_1000013,177611,0.9493162022622472,0.9503972163886246,0.9376953004036912,177.611,11
IMGVR_UViG_3300025305_000066|3300025305|Ga0208684_1000391,33202,0.8310041563761219,0.8333534124450335,0.7978435034034095,33.202,11
MGV-GENOME-0374664,140296,0.6886297542339055,0.6833266807321663,0.8644223641443805,140.296,15
IMGVR_UViG_3300032038_000517|3300032038|Ga0326512_10000717,27998,0.729480677191228,0.703121651546539,0.7759839988570613,27.998,11
UGV-GENOME-0368894_1,102928,0.896345017876574,0.8881548266749573,0.8467083786724701,102.928,11
MGV-GENOME-0357273,84176,0.8937345561680289,0.871317240068428,0.8435183425204333,84.176,11
IMGVR_UViG_3300008361_000005|3300008361|Ga0115082_100034,185474,0.6265783883455363,0.6238286767956694,0.937797211468993,185.474,15
SAMN10290229_a1_ct27083_vs1@linear@Unclassified_virus__sp__ctvRW1,35540,0.2866629150253236,0.28556555993247046,0.9671074845244795,35.54,15
uvig_514326,42121,0.7540419268298474,0.7642980935875217,0.7663635716151088,42.121,11
MGV-GENOME-0373714,129203,0.9073628321323808,0.8927579080981092,0.8580915303824215,129.203,11
DTR_781850,190917,0.7180188249343956,0.7079463850783325,0.8668426593755402,190.917,15
UGV-GENOME-0367120,100892,0.9152955635729295,0.8835388336042501,0.8285295167109384,100.892,11
UGV-GENOME-0379169,191002,0.7176992911068995,0.707631333703312,0.8664568957393116,191.002,15
UGV-GENOME-0378768,184828,0.6385396152098167,0.6377605124764646,0.9386727119267644,184.828,15
MGV-GENOME-0376366,154500,0.8729126213592233,0.8694563106796116,0.8611067961165049,154.5,11
IMGVR_UViG_3300029789_000001|3300029789|Ga0243734_1000067,142248,0.6380124852370508,0.6292601653450313,0.9087438839210393,142.248,15
MGV-GENOME-0377827,172299,0.5566834398342416,0.5451917886929117,0.8997614611808542,172.299,15
MGV-GENOME-0371786,117121,0.8740704058196225,0.8718675557756508,0.839567626642532,117.121,11
UGV-GENOME-0373826_1,129696,0.8997501850481125,0.8945457068837898,0.860381199111769,129.696,11
UGV-GENOME-0373555_1,128837,0.9183231525105365,0.8938736543073806,0.8552201619100103,128.837,11
MGV-GENOME-0376068,151895,0.6915039994733204,0.6796142071825932,0.8561440468744856,151.895,15
MGV-GENOME-0377585,166431,0.6861041512698957,0.6826973340303188,0.8641238711538115,166.431,15
IMGVR_UViG_3300021387_001385|3300021387|Ga0223845_12246659,7912,0.7268705763397371,0.7458291203235592,0.6768200202224469,7.912,11
MGV-GENOME-0378950,186885,0.6310618829761618,0.6270166144955454,0.9316638574524441,186.885,15
UGV-GENOME-0360256,91333,0.9088062365191114,0.9088062365191114,0.913306252942529,91.333,11
SAMEA2737747_a1_ct8487@circular@Podoviridae__sp__ct6Z2487,187215,0.6360868520150629,0.6328980049675507,0.9409983174425126,187.215,15
UGV-GENOME-0378665_1,181495,0.9353976693572825,0.932306675115017,0.9256288052012452,181.495,11
MGV-GENOME-0378646,183331,0.608947750244094,0.6126459791306434,0.9141989079861016,183.331,15
uvig_495244,12310,0.6704305442729488,0.6679935012185215,0.8008123476848091,12.31,15
UGV-GENOME-0378727,184380,0.5614220631304914,0.5572242108688578,0.9164659941425317,184.38,15
IMGVR_UViG_3300021387_000645|3300021387|Ga0223845_10865200,51463,0.7233157802693198,0.6814021724345647,0.7279210306433749,51.463,11
MGV-GENOME-0374627,140082,0.5912965263202982,0.5747419368655502,0.8941619908339401,140.082,15
uvig_87126,39988,0.9183505051515455,0.905521656496949,0.8828648594578373,39.988,11
MGV-GENOME-0378507,178419,0.9195265078270812,0.922805306609722,0.9185680897213861,178.419,11
UGV-GENOME-0379245,193468,0.5767155291831207,0.573707279756859,0.914507825583559,193.468,15
uvig_289494,183076,0.9383643951145972,0.9385118748497892,0.9268118158578951,183.076,11
MGV-GENOME-0372355,120765,0.9106197987827599,0.8972798410135386,0.844193267917029,120.765,11
UGV-GENOME-0378032,174531,0.7625522113550028,0.763222579369854,0.9002698660982863,174.531,15
IMGVR_UViG_3300008132_000059|3300008132|Ga0111230_1001455,16039,0.8087786021572417,0.7743624914271463,0.7388241162167217,16.039,11
MGV-GENOME-0377609,168870,0.5731213359388879,0.5687866406111209,0.9308935867827323,168.87,15
UGV-GENOME-0376025,151522,0.9107588337007168,0.9184408864719315,0.9146196591914045,151.522,11
IMGVR_UViG_3300029438_000001|3300029438|Ga0243733_1000049,177470,0.5804079562742999,0.5725305685467966,0.9242745252718769,177.47,15
UGV-GENOME-0378128,175488,0.9416199398249453,0.8671191192560175,0.8461604212253829,175.488,4
uvig_139150,182634,0.9229442491540458,0.928085679555833,0.9231906435822465,182.634,11
MGV-GENOME-0378233,176744,0.5771058706377585,0.5817906124111709,0.922588602724845,176.744,15
UGV-GENOME-0357273_1,84176,0.8937345561680289,0.871317240068428,0.8435183425204333,84.176,11
MGV-GENOME-4435870,184730,0.9382125263898663,0.933876468359227,0.9284848156769339,184.73,11
MGV-GENOME-0342492,68029,0.8475356098134619,0.83157182966088,0.8154757529876965,68.029,11
UGV-GENOME-4435905,187209,0.6360912135634504,0.6329022643142157,0.9409964264538564,187.209,15
SRS014459_a1_ct29202_vs1@Podoviridae__sp__ctRMD1,176956,0.9394538755396822,0.8653168019168607,0.843769072537806,176.956,4
UGV-GENOME-0378989,187629,0.6291671330124874,0.6238587851558128,0.9330540588075404,187.629,15
UGV-GENOME-0371816,117358,0.915046268682152,0.914790640603964,0.890736038446463,117.358,11
IMGVR_UViG_3300029487_000003|3300029487|Ga0244179_100088|10805-110939,100135,0.9012433215159534,0.892045738253358,0.8414440505317821,100.135,11
SAMN09781754_a1_ct4732@circular@Unclassified_virus__sp__ctziZ732,174217,0.9075405959234748,0.7289701923463268,0.7115953092981742,174.217,4
MGV-GENOME-0378780,184992,0.628308251167618,0.6288271925272444,0.9366567202906072,184.992,15
IMGVR_UViG_3300029815_000022|3300029815|Ga0244882_1000700,48286,0.8340305678664623,0.8230957213270927,0.8070041005674523,48.286,11
UGV-GENOME-0378741_1,181247,0.9258525658355724,0.9302885013269185,0.9262663657881234,181.247,11
MGV-GENOME-0374852,141854,0.6478421475601674,0.6539329169427721,0.9334950019033654,141.854,15
MGV-GENOME-0372090,119030,0.8746702511971772,0.8712929513568008,0.8293539443837687,119.03,11
MGV-GENOME-0378839,185803,0.6259855868850341,0.6208349703718454,0.9342475632793873,185.803,15
MGV-GENOME-0378274,177550,0.930667417628837,0.8606139115742044,0.839087580963109,177.55,4
uvig_154044,41360,0.77321083172147,0.7817698259187621,0.7793762088974855,41.36,11
MGV-GENOME-0378906,186361,0.6211331770059186,0.6185897263912514,0.9309351205456077,186.361,15
MGV-GENOME-0374227,129288,0.904005012066085,0.8944449600891033,0.8561351401522183,129.288,11
IMGVR_UViG_3300029770_000001|3300029770|Ga0168716_100054,186104,0.9299477711387182,0.9330589347891501,0.9291417701930104,186.104,11
IMGVR_UViG_3300033463_000827|3300033463|Ga0310690_10002857,27219,0.8587016422352034,0.8380910393475146,0.7881626804805467,27.219,11
UGV-GENOME-0373567_1,128606,0.9160303562819775,0.9053698894297311,0.849268307854999,128.606,11
UGV-GENOME-0369852,107696,0.88716386866736,0.87694064774922,0.8433460852770762,107.696,11
uvig_594509,174704,0.6473291968128949,0.6411301401227218,0.9317130689623592,174.704,15
MGV-GENOME-0368816,78918,0.909146202387288,0.9014673458526572,0.9002128791910591,78.918,11
MGV-GENOME-0362467,94998,0.9057032779637466,0.9051032653319018,0.9029874313143434,94.998,11
IMGVR_UViG_3300031853_000004|3300031853|Ga0326514_10000011,143542,0.8699962380348609,0.7540232127182288,0.7187234398294576,143.542,4
UGV-GENOME-0377544,167894,0.8995139790582153,0.7054629706838839,0.6813763445983776,167.894,4
UGV-GENOME-0378788,185078,0.9415705810523131,0.9435319162731389,0.9272414873728915,185.078,11
IMGVR_UViG_3300021256_000478|3300021256|Ga0223826_10004403,18497,0.7971562956155052,0.7368221873817375,0.6138833324322863,18.497,11
UGV-GENOME-4435863,184501,0.9192145300025474,0.9234258892905729,0.9193771307472588,184.501,11
UGV-GENOME-0373299,128377,0.9105836715299469,0.8953706660850463,0.8624909446396162,128.377,11
UGV-GENOME-0343555,69170,0.898872343501518,0.8800057828538383,0.8637848778372127,69.17,11
UGV-GENOME-0371283,114172,0.684624951827068,0.6719861261955646,0.8040763059243947,114.172,15
MGV-GENOME-0379280,195025,0.6997564414818613,0.6892193308550186,0.8547519548775798,195.025,15
MGV-GENOME-0375833,149800,0.6344659546061415,0.6215287049399199,0.8423831775700935,149.8,15
UGV-GENOME-0375832,149797,0.6344786611213843,0.6215411523595266,0.842400048065048,149.797,15
DTR_379569,130973,0.922220610354806,0.9100119872034694,0.8548555809212586,130.973,11
MGV-GENOME-0376211,153214,0.6848264518908194,0.6707285235030741,0.8455232550550211,153.214,15
UGV-GENOME-0378577,182517,0.9274478541724881,0.9315570604382057,0.9273985436972995,182.517,11
uvig_75462,178355,0.9402932354013064,0.9324549353816826,0.9305374113425472,178.355,11
IMGVR_UViG_7000000032_000091|7000000032|SRS024132_Baylor_scaffold_34874,27422,0.7088104441689155,0.7104514623295164,0.7227043979286704,27.422,11
uvig_199393,183603,0.9362265322462051,0.933138347412624,0.9265371480858156,183.603,11
MGV-GENOME-0378779,184978,0.9266885791823892,0.9310350420049952,0.927094032803901,184.978,11
UGV-GENOME-0365376,98532,0.9275057849226647,0.9212032639142613,0.9224211423699915,98.532,11
UGV-GENOME-0378704,184127,0.9212119895506905,0.9235419031429394,0.9190775931829661,184.127,11
DTR_732489,174470,0.5945664011004758,0.5874476987447699,0.9276666475611853,174.47,15
uvig_117718,146266,0.5536009735687036,0.5503192813093952,0.9101568375425595,146.266,15
UGV-GENOME-0371906,117872,0.917367992398534,0.9081800597258043,0.856081172797611,117.872,11
SRS024076_a1_ct3064_vs1@Unclassified_virus__sp__ctZr11,169945,0.9023566447968461,0.7066580364235487,0.693806819853482,169.945,4
UGV-GENOME-0371578,115756,0.7958464356059297,0.7848059711807596,0.9081689070112996,115.756,15
uvig_51756,184531,0.9265109927329284,0.9308679842411303,0.9269174285079472,184.531,11
uvig_517560,10413,0.9487179487179487,0.9469893402477673,0.9190435033131662,10.413,11
uvig_517568,80544,0.9149657330154947,0.9253948152562574,0.9049463647199046,80.544,11
MGV-GENOME-4435924,188305,0.5914765938238497,0.5998884787976952,0.9097899684023261,188.305,15
MGV-GENOME-0279924,42215,0.9050811322989458,0.9109795096529669,0.8965533578112046,42.215,11
UGV-GENOME-0379298,195832,0.6275532088729114,0.6266646921851383,0.937415744107194,195.832,15
L3_068_000M1_scaffold_28,172012,0.8947747831546636,0.7040264632700044,0.6887659000534846,172.012,4
MGV-GENOME-0378727,184380,0.5614220631304914,0.5572242108688578,0.9164659941425317,184.38,15
IMGVR_UViG_3300025277_000074|3300025277|Ga0208180_1000489,33117,0.8305100099646707,0.8328652957695444,0.7972642449497237,33.117,11
MGV-GENOME-0376442,155159,0.8723760787321393,0.8663048872446973,0.8589575854446084,155.159,11
DTR_528366,185372,0.9263049435729236,0.9352059642232915,0.9310467600284833,185.372,11
IMGVR_UViG_3300021399_000119|3300021399|Ga0224415_10000134,115543,0.8977177327921206,0.8855144837852574,0.8782704274599067,115.543,11
uvig_475923,12533,0.7745950690177931,0.7403654352509376,0.698476023298492,12.533,11
MGV-GENOME-0370181,108931,0.8844314290697781,0.8918122481203697,0.8512177433421156,108.931,11
MGV-GENOME-0378265,177262,0.923226636278503,0.9299455043946249,0.9256467827283907,177.262,11
MGV-GENOME-0377823,172259,0.5568301220836067,0.5453358024834697,0.8994827556179938,172.259,15
IMGVR_UViG_3300001347_000039|3300001347|JGI20156J14371_10000822|1-18559,18559,0.8509079152971604,0.8533326149038203,0.8564039010722561,18.559,11
MGV-GENOME-0366513,99994,0.9161049662979779,0.9143048582914974,0.9102546152769166,99.994,11
uvig_533070,53207,0.8207190783167628,0.8194786400285676,0.8422575976845152,53.207,11
MGV-GENOME-0377544,167894,0.8995139790582153,0.7054629706838839,0.6813763445983776,167.894,4
IMGVR_UViG_3300029238_000001|3300029238|Ga0168766_100056,187304,0.6362490923845727,0.6326933754751634,0.9410156750523213,187.304,15
IMGVR_UViG_GVMAG-S-1016722-178_000001|3300025880|Ga0209534_10001431,25099,0.878401529941432,0.8749352563847165,0.8944181043069445,25.099,11
UGV-GENOME-0365789,99034,0.3867762586586425,0.3742654038007149,0.9272875981985984,99.034,15
UGV-GENOME-0362546,95109,0.9110494274989749,0.9110494274989749,0.915370785099202,95.109,11
SAMN11893793_a1_ct2850_vs1@linear@Siphoviridae__sp__ctr4x1,51680,0.8235487616099071,0.8207043343653251,0.7677051083591331,51.68,11
JS_AP1_S143_scaffold_158329,167268,0.9321149293349594,0.7383241265514026,0.6895580744673219,167.268,4
uvig_58858,103814,0.8883194944805132,0.8738416783863449,0.8468799969175641,103.814,11
UGV-GENOME-0378949,186872,0.6340436234427844,0.6315231816430498,0.9379575324286142,186.872,15
